File,Result,D_B,D_C,D_L,D_R,D_S,D_E(%),nNodes,nEdges,nSegRelEdges,dPairs,segPairErrors,nodeCorrect,edgeDiffClassCount,undirDiffClassCount,nSeg,detectedSeg,dSegRelEdges,CorrectSegments,CorrectSegmentsAndClass,ClassError,CorrectSegRels,CorrectSegRelLocations,SegRelErrors,hasCorrectSegments,hasCorrectSegLab,hasCorrectRelationLocations,hasCorrectRelLab,hasCorrectStructure
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_111_em_264.lg, Incorrect,43,13,30,16,14,0.5793671181370512,13,156,8,21,7,0,4,2,9,6,0,1,0,9,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_265.lg, Incorrect,50,12,38,20,18,0.635272614308886,12,132,5,27,9,0,4,2,6,5,0,0,0,6,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_266.lg, Incorrect,53,16,37,11,26,0.5739269757606166,16,240,13,24,13,0,0,0,14,6,0,1,0,14,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_267.lg, Incorrect,53,13,40,16,24,0.6328673179394005,13,156,7,27,12,0,2,1,8,5,0,0,0,8,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_268.lg, Incorrect,137,39,98,34,64,0.48832038627205937,39,1482,32,62,32,0,8,4,33,11,0,3,0,33,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_269.lg, Incorrect,22,6,16,10,6,0.7258367796133931,6,30,3,10,3,0,6,3,4,1,0,0,0,4,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_270.lg, Incorrect,68,18,50,14,36,0.5824077373374131,18,306,14,31,18,0,2,1,15,8,0,0,0,15,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_271.lg, Incorrect,75,19,56,28,28,0.5635943369569688,19,342,12,40,14,0,4,2,13,8,0,0,0,13,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_272.lg, Incorrect,49,14,35,17,18,0.5843381535566967,14,182,9,25,9,0,2,1,10,6,0,2,0,10,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_273.lg, Incorrect,46,15,31,11,20,0.5642729809521522,15,210,13,20,10,0,2,1,14,6,0,2,0,14,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_274.lg, Incorrect,28,7,21,9,12,0.7472097550037988,7,42,3,13,6,0,4,2,4,3,0,1,0,4,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_275.lg, Incorrect,20,8,12,4,8,0.6136248409651676,8,56,7,8,4,0,0,0,8,2,0,0,0,8,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_276.lg, Incorrect,18,5,13,7,6,0.7846494441116737,5,20,2,7,3,0,6,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_277.lg, Incorrect,48,14,34,14,20,0.5879052276065604,14,182,10,23,10,0,2,1,11,4,0,1,0,11,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_278.lg, Incorrect,91,27,64,28,36,0.5094653164224927,27,702,21,41,18,0,10,5,22,10,0,1,0,22,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_279.lg, Incorrect,65,18,47,25,22,0.5533483034149284,18,306,10,34,11,0,4,2,11,6,0,0,0,11,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_280.lg, Incorrect,30,9,21,15,6,0.6095789531540449,9,72,5,15,3,0,6,3,6,3,0,1,0,6,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_281.lg, Incorrect,100,26,74,26,48,0.5363858150364974,26,650,20,48,24,0,4,2,20,9,0,1,0,20,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_282.lg, Incorrect,12,4,8,4,4,0.7979489500391171,4,12,2,5,2,0,2,1,3,1,0,0,0,3,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_112_em_283.lg, Incorrect,65,19,46,14,32,0.5293722290044114,20,380,16,29,16,0,2,1,17,7,0,1,0,17,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_113_em_284.lg, Incorrect,26,9,17,11,6,0.591529264166196,9,72,5,12,3,0,4,2,6,3,0,1,0,6,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_113_em_285.lg, Incorrect,19,9,10,8,2,0.5131148876388772,9,72,9,9,1,0,0,0,9,5,0,4,0,9,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_113_em_286.lg, Incorrect,39,13,26,10,16,0.5761681993580124,13,156,9,18,8,0,0,0,10,5,0,1,0,10,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_113_em_287.lg, Incorrect,22,6,16,2,14,0.8044755981347316,6,30,6,9,7,0,0,0,6,2,0,0,0,6,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_113_em_288.lg, Incorrect,111,28,83,51,32,0.5123603552484859,28,756,17,64,16,0,6,3,18,15,0,1,0,18,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_113_em_289.lg, Incorrect,26,6,20,12,8,0.7776314534740161,6,30,2,13,4,0,6,3,3,3,0,1,0,3,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_113_em_290.lg, Incorrect,73,20,53,23,30,0.5249583942981622,21,420,16,35,15,0,6,3,17,7,0,2,0,17,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_113_em_291.lg, Incorrect,30,8,22,10,12,0.6965644068047615,8,56,3,15,6,0,2,1,4,4,0,1,0,4,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_113_em_292.lg, Incorrect,37,13,24,12,12,0.5565274561296608,13,156,9,17,6,0,2,1,10,6,0,1,0,10,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_113_em_293.lg, Incorrect,47,17,30,18,12,0.5140491982272457,17,272,13,24,6,0,0,0,14,9,0,2,0,14,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_113_em_294.lg, Incorrect,20,7,13,7,6,0.6447710377578048,7,42,5,9,3,0,2,1,6,2,0,0,0,6,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_113_em_295.lg, Incorrect,85,28,57,25,32,0.4934408745440313,28,756,23,40,16,0,2,1,24,14,0,4,0,24,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_114_em_296.lg, Incorrect,40,14,26,12,14,0.5517715237072806,14,182,10,19,7,0,0,0,11,8,0,2,0,11,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_114_em_297.lg, Incorrect,89,24,65,25,40,0.5157797280164509,25,600,17,45,20,0,0,0,18,12,0,1,0,18,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_114_em_298.lg, Incorrect,19,5,14,4,10,0.8479222692402076,5,20,3,8,5,0,2,1,4,1,0,0,0,4,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_114_em_299.lg, Incorrect,30,10,20,8,12,0.6121842974870475,10,90,9,13,6,0,2,1,9,3,0,1,0,9,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_114_em_300.lg, Incorrect,49,16,33,11,22,0.5578583199215107,16,240,14,21,11,0,2,1,15,6,0,2,0,15,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_114_em_301.lg, Incorrect,75,18,57,29,28,0.5780301262980173,18,306,11,37,14,0,12,6,12,5,0,2,0,12,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_114_em_302.lg, Incorrect,52,16,36,10,26,0.5721462096409778,16,240,14,23,13,0,0,0,15,5,0,0,0,15,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_114_em_303.lg, Incorrect,5,3,2,2,0,0.5257834230632086,3,6,2,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_114_em_304.lg, Incorrect,58,18,40,18,22,0.5432279950703472,18,306,12,28,11,0,2,1,13,8,0,1,0,13,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_114_em_305.lg, Incorrect,50,17,33,17,16,0.5302836326819836,17,272,12,24,8,0,2,1,13,7,0,1,0,13,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_114_em_306.lg, Incorrect,105,28,77,35,42,0.5182815432158762,28,756,19,51,21,0,10,5,20,9,0,1,0,20,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_114_em_307.lg, Incorrect,9,3,6,0,6,1.0,3,6,2,3,3,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_114_em_308.lg, Incorrect,62,17,45,25,20,0.5593025602277669,17,272,11,31,10,0,8,4,12,7,0,2,0,12,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_114_em_309.lg, Incorrect,21,7,14,10,4,0.6286523230379365,7,42,3,11,2,0,2,1,4,4,0,1,0,4,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_114_em_310.lg, Incorrect,6,3,3,1,2,0.7614856834587244,3,6,2,2,1,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_115_em_311.lg, Incorrect,24,8,16,4,12,0.6658108445703749,8,56,5,10,6,0,0,0,6,4,0,0,0,6,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_115_em_312.lg, Incorrect,77,20,57,19,38,0.5678420335458599,20,380,15,36,19,0,4,2,15,7,0,0,0,15,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_115_em_313.lg, Incorrect,35,11,24,12,12,0.5991294986782739,11,110,7,17,6,0,2,1,8,4,0,0,0,8,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_115_em_314.lg, Incorrect,23,7,16,8,8,0.6845497267734508,7,42,4,10,4,0,4,2,5,2,0,0,0,5,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_115_em_315.lg, Incorrect,70,20,50,20,30,0.5479046228431713,20,380,13,33,15,0,4,2,14,7,0,0,0,14,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_115_em_316.lg, Incorrect,50,12,38,12,26,0.6082911101112035,13,156,8,22,13,0,6,3,9,3,0,0,0,9,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_115_em_317.lg, Incorrect,71,18,53,25,28,0.5728904176296251,18,306,11,34,14,0,10,5,12,5,0,2,0,12,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_318.lg, Incorrect,13,5,8,2,6,0.7267260298462807,5,20,4,5,3,0,0,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_319.lg, Incorrect,92,25,67,23,44,0.5349889692501963,25,600,18,45,22,0,0,0,19,9,0,0,0,19,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_320.lg, Incorrect,32,9,23,13,10,0.6459573871701346,9,72,4,17,5,0,2,1,5,4,0,0,0,5,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_321.lg, Incorrect,56,16,40,10,30,0.5872672270190457,16,240,12,25,15,0,0,0,13,7,0,0,0,13,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_322.lg, Incorrect,55,17,38,16,22,0.5527235767651538,17,272,13,27,11,0,0,0,14,7,0,3,0,14,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_323.lg, Incorrect,53,19,34,20,14,0.505875809065978,19,342,15,26,7,0,2,1,16,1,0,0,0,16,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_324.lg, Incorrect,21,8,13,5,8,0.619925509612981,8,56,7,9,4,0,0,0,8,2,0,0,0,8,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_325.lg, Incorrect,37,10,27,13,14,0.6473759587928246,10,90,5,18,7,0,4,2,6,5,0,0,0,6,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_326.lg, Incorrect,16,4,12,2,10,0.970956976391759,4,12,2,6,5,0,2,1,3,1,0,0,0,3,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_327.lg, Incorrect,73,20,53,15,38,0.5632298411256603,20,380,16,33,19,0,2,1,17,5,0,1,0,17,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_328.lg, Incorrect,21,7,14,4,10,0.6884334352212974,7,42,5,9,5,0,0,0,6,3,0,0,0,6,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_329.lg, Incorrect,67,18,49,15,34,0.577832232888618,18,306,13,29,17,0,6,3,14,6,0,0,0,14,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_330.lg, Incorrect,126,30,96,46,50,0.5239711900525507,30,870,17,69,25,0,4,2,18,14,0,1,0,18,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_331.lg, Incorrect,6,3,3,1,2,0.7614856834587244,3,6,2,2,1,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_332.lg, Incorrect,51,11,40,6,34,0.7196607127660322,11,110,6,22,17,0,2,1,7,4,0,0,0,7,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_333.lg, Incorrect,8,4,4,4,0,0.5257834230632086,4,12,4,4,0,0,0,0,4,1,0,1,0,4,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_334.lg, Incorrect,19,6,13,5,8,0.7248927893662351,6,30,3,8,4,0,2,1,4,2,0,0,0,4,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_335.lg, Incorrect,9,3,6,0,6,1.0,3,6,2,3,3,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_336.lg, Incorrect,113,25,88,36,52,0.5591209573267101,25,600,14,59,26,0,6,3,15,10,0,0,0,15,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_337.lg, Incorrect,55,14,41,17,24,0.6125892220502016,14,182,9,28,12,0,2,1,10,3,0,0,0,10,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_338.lg, Incorrect,16,5,11,7,4,0.7296111480698414,5,20,3,8,2,0,2,1,4,1,0,0,0,4,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_339.lg, Incorrect,8,4,4,2,2,0.6618661865511629,4,12,3,3,1,0,0,0,4,2,0,1,0,4,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_340.lg, Incorrect,80,27,53,19,34,0.4982817127935171,27,702,25,35,17,0,2,1,26,8,0,1,0,26,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_341.lg, Incorrect,18,7,11,5,6,0.6299102629094621,7,42,5,8,3,0,0,0,6,4,0,1,0,6,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_116_em_342.lg, Incorrect,82,23,59,17,42,0.5431908815406256,23,506,18,36,21,0,4,2,19,5,0,1,0,19,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_343.lg, Incorrect,139,38,101,49,52,0.486777890540663,38,1406,24,70,26,0,10,5,25,17,0,5,0,25,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_344.lg, Incorrect,29,8,21,7,14,0.7041241452319316,8,56,5,12,7,0,4,2,6,2,0,0,0,6,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_345.lg, Incorrect,150,39,111,51,60,0.4916291112751405,39,1482,30,76,30,0,10,5,31,14,0,2,0,31,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_346.lg, Incorrect,26,7,19,9,10,0.7201809152029387,7,42,3,14,5,0,0,0,4,4,0,1,0,4,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_347.lg, Incorrect,66,18,48,24,24,0.5587050113320905,18,306,14,35,12,0,2,1,14,7,0,1,0,14,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_348.lg, Incorrect,51,17,34,18,16,0.5320296718765356,17,272,11,26,8,0,0,0,12,9,0,2,0,12,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_349.lg, Incorrect,24,8,16,6,10,0.6523665370630357,8,56,7,11,5,0,0,0,7,3,0,0,0,7,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_350.lg, Incorrect,71,21,50,36,14,0.5092023218354108,21,420,12,39,7,0,8,4,13,9,0,4,0,13,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_351.lg, Incorrect,30,9,21,5,16,0.6704887485527845,9,72,7,13,8,0,0,0,8,3,0,1,0,8,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_352.lg, Incorrect,106,30,76,32,44,0.5068164171710086,30,870,20,50,22,0,8,4,21,12,0,2,0,21,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_353.lg, Incorrect,30,9,21,11,10,0.6375799070390956,9,72,5,15,5,0,2,1,6,5,0,1,0,6,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_354.lg, Incorrect,49,17,32,12,20,0.5380534141861126,17,272,15,22,10,0,0,0,16,8,0,0,0,16,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_355.lg, Incorrect,112,19,93,47,46,0.4768626185992866,25,600,13,68,23,0,4,2,14,10,0,0,0,14,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_356.lg, Incorrect,48,14,34,14,20,0.5879052276065604,14,182,9,23,10,0,2,1,10,7,0,1,0,10,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_357.lg, Incorrect,78,20,58,30,28,0.554043091355251,20,380,11,41,14,0,6,3,12,8,0,0,0,12,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_358.lg, Incorrect,90,23,67,37,30,0.5357918973779133,23,506,16,46,15,0,12,6,16,7,0,2,0,16,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_359.lg, Incorrect,45,15,30,16,14,0.5453877875854628,15,210,12,21,7,0,4,2,13,6,0,1,0,13,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_360.lg, Incorrect,73,19,54,22,32,0.567749117426754,19,342,12,35,16,0,6,3,13,8,0,0,0,13,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_361.lg, Incorrect,135,33,102,42,60,0.5163854758551428,33,1056,22,67,30,0,10,5,23,13,0,0,0,23,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_362.lg, Incorrect,73,20,53,31,22,0.5380250029843456,20,380,12,38,11,0,8,4,13,9,0,1,0,13,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_363.lg, Incorrect,75,20,55,31,24,0.5439184333671195,20,380,12,39,12,0,8,4,13,6,0,1,0,13,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_364.lg, Incorrect,14,6,8,4,4,0.6271820503881443,6,30,5,6,2,0,0,0,6,2,0,0,0,6,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_365.lg, Incorrect,18,5,13,5,8,0.8128937689545103,5,20,2,9,4,0,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_366.lg, Incorrect,45,12,33,15,18,0.6230914909793327,12,132,7,23,9,0,2,1,8,5,0,1,0,8,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_117_em_367.lg, Incorrect,68,17,51,25,26,0.5807287243642135,17,272,10,34,13,0,8,4,11,6,0,1,0,11,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_118_em_368.lg, Incorrect,71,20,51,23,28,0.5459319685159473,20,380,14,34,14,0,6,3,15,7,0,2,0,15,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_118_em_369.lg, Incorrect,86,25,61,27,34,0.5189665740377483,25,600,17,42,17,0,4,2,18,11,0,1,0,18,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_118_em_370.lg, Incorrect,63,19,44,12,32,0.5548575676866875,19,342,17,27,16,0,2,1,18,6,0,1,0,18,0,0,0,0,0,0,0,0
/home/antoine/MLCV/Master_2_MLVC_Recognize_Handwritten_Equation/data/lg_output/result/UN_118_em_371.lg, Incorrect,52,14,38,16,22,0.6015378381380818,14,182,8,26,11,0,2,1,9,7,0,0,0,9,0,0,0,0,0,0,0,0
